combo_id,fold,val_macro,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
55,3,0.9293,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,4,0.9336,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
56,0,0.9343,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,1,0.913,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,2,0.924,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,3,0.9169,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,4,0.9112,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
57,0,0.934,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,1,0.9336,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,2,0.9244,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,3,0.9316,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,4,0.9319,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
58,0,0.9443,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,1,0.919,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,2,0.9245,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,3,0.92,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,4,0.9186,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
59,0,0.9138,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,1,0.9231,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,2,0.8849,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,3,0.9205,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,4,0.9127,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
60,0,0.9344,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,1,0.9281,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,2,0.9217,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,3,0.9302,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,4,0.9182,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
61,0,0.9326,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,1,0.9237,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,2,0.9086,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,3,0.9138,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,4,0.9385,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
62,0,0.9392,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,1,0.9412,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,2,0.9308,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,3,0.948,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,4,0.9339,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
63,0,0.934,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,1,0.9125,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,2,0.8918,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
